AQ Station Name;Air Quality Station Area;Air Quality Station Type;StandardsDescription;Country1;Unit Of Airpollution Level;Year Of Statistics;Air Pollution Class;Sampling Point;Year shapes;Data Aggregation Process Label;Air Pollutant;Air Pollution Level;Latitude;Longitude;Round Air pollution level
Schwerin Obotr. West;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEMV059_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,19;53,6305;11,3979;10
Schwerte;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW179_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,781;51,4488;7,5823;9
Seljestad Rv83;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;1;SPO_NO0127A_6001_2965;2020;Annual mean / 1 calendar year;PM2.5;5,245;68,7922;16,5374;5
Semonte Alta;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2114A_6001_BETA_2013-02-06_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;9,179;43,3675;12,5469;9
Sentrum;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;1;SPO_NO0113A_6001_2218;2020;Annual mean / 1 calendar year;PM2.5;4,432;68,4354;17,4249;4
SESTO S.GIOVANNI;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT0480A_6001_BETA_2016-11-04_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;18,808;45,5339;9,2364;19
Settimo T. - Vivaldi;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;4;SPO.IT1130A_6001_BETA_2021-01-14_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;23,32;45,1432;7,7782;23
Siedlce, ul. Konarskiego;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;3;SPO_PL0538A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;16,503;52,1721;22,282;17
Sierpc, ul. Wiosny Lud�w;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;3;SPO_PL0785A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;18,069;52,8518;19,6621;18
SIERRA NORTE;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_41088001_9_49;2020;Annual mean / 1 calendar year;PM2.5;7,967;37,9943;-5,6669;8
Simmerath (Eifel);rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW064_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;6,119;50,6532;6,281;6
Skellefte� Kv Pantern;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;2;SPO-SE274953_06001_100;2020;Annual mean / 1 calendar year;PM2.5;6,08;64,7495;20,9601;6
Sk�yen;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0072A_6001_3135;2020;Annual mean / 1 calendar year;PM2.5;7,176;59,9197;10,6897;7
SLAVONSKI BROD-1;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Croatia;ug/m3;2022;5;HR_DOC_TYPE_D_SPO_749;2020;Annual mean / 1 calendar year;PM2.5;29,615;45,1595;17,9951;30
Smederevo-Centar;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Serbia;ug/m3;2022;5;SPO-RS0050A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;25,556;44,6641;20,9267;26
Smestad;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0095A_6001_933;2020;Annual mean / 1 calendar year;PM2.5;6,232;59,9325;10,6699;6
Soest-Ost;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW068_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,13;51,5707;8,148;10
Sofienbergparken;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0073A_6001_1119;2020;Annual mean / 1 calendar year;PM2.5;7,208;59,923;10,7657;7
Sokolov;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Czechia;ug/m3;2022;2;SPO.CZ_KSOMA_PM2_5_40541;2020;Annual mean / 1 calendar year;PM2.5;9,626;50,1728;12,6728;10
Solec Kujawski, ul. gen. Roweckiego;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;3;SPO_PL0780A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;18,979;53,0796;18,2279;19
Solheim;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0129A_6001_2951;2020;Annual mean / 1 calendar year;PM2.5;9,542;59,9286;10,9532;10
Solingen Konrad-Adenauer-Stra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DENW206_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,804;51,1762;7,0841;11
Sollentuna Danderydsv�gen;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;1;SPO-SE159402_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,81;59,4459;17,955;5
Sollentuna E4 H�ggvik;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;2;SPO-SE0071A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,708;59,4435;17,9224;6
Sollentuna Ekmans V�g 11;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;1;SPO-SE37479_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,697;59,489;17,9199;5
Sollentuna Sollentunav�gen 192;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;1;SPO-SE274652_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,132;59,4336;17,9497;5
Solna R�sundav�gen 107;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Sweden;ug/m3;2022;1;SPO-SE164905_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,489;59,3651;17,9969;4
SONDRIO - VIA PARIBELLI;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1967A_6001_BETA_2009-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;18,219;46,1686;9,8803;18
Sonega;rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT04003_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,883;37,8711;-8,7239;6
SORESINA;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;4;SPO.IT0840A_6001_BETA_2010-10-13_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;24,868;45,2847;9,8642;25
SOURCES;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR23182_6001;2020;Annual mean / 1 calendar year;PM2.5;9,047;47,9711;0,2214;9
Speyer-Nord;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DERP053_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;11,314;49,3511;8,423;11
Spikersuppa;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0140A_6001_3170;2020;Annual mean / 1 calendar year;PM2.5;8,75;59,9141;10,736;9
Spreewald;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBB066_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;8,126;51,8975;14,0569;8
Spremberg;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBB083_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;11,411;51,5645;14,3764;11
Square Pablo Casals;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR09103_6001;2020;Annual mean / 1 calendar year;PM2.5;9,277;45,6474;0,1672;9
St DIZIER L. Michel;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR14042_6001;2020;Annual mean / 1 calendar year;PM2.5;8,678;48,6458;4,9661;9
St Germain/Rh�ne;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR33302_6001;2020;Annual mean / 1 calendar year;PM2.5;9,436;46,0722;5,8208;9
St Jean;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR34014_6001;2020;Annual mean / 1 calendar year;PM2.5;10,991;47,9174;1,9663;11
St Martin d'Heres;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR15038_6001;2020;Annual mean / 1 calendar year;PM2.5;11,865;45,1828;5,7531;12
St. P�lten Eybnerstra�e;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.03.2301.65506.6001.1;2020;Annual mean / 1 calendar year;PM2.5;10,161;48,2116;15,6325;10
St. Valentin A1, Buchenstra�e;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.03.0104.65867.6001.1;2020;Annual mean / 1 calendar year;PM2.5;10,383;48,1923;14,5195;10
St.Croix;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0084A_6001_1657;2020;Annual mean / 1 calendar year;PM2.5;9,717;59,2103;10,9453;10
stadio casardi;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2003A_6001_BETA_2014-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,259;41,3167;16,2861;11
Stadlau;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;3;SPO.09.STAD.64538.6001.1;2020;Annual mean / 1 calendar year;PM2.5;11,336;48,2264;16,4583;11
Starachowice, ul. Z?ota;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;4;SPO_PL0566A_6001_002;2020;Annual mean / 1 calendar year;PM2.5;20,688;51,0506;21,0842;21
Station de FORBACH;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR22054_6001;2020;Annual mean / 1 calendar year;PM2.5;8,451;49,1874;6,9109;8
Station Luther King;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;1;SPO-FR38011_6001;2020;Annual mean / 1 calendar year;PM2.5;5,102;-21,3344;55,4591;5
STE SAVINE;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR14033_6001;2020;Annual mean / 1 calendar year;PM2.5;8,571;48,295;4,0503;9
Stener Heyerdahl;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0063A_6001_3137;2020;Annual mean / 1 calendar year;PM2.5;7,918;58,1489;7,9918;8
Steyr M�nichholz;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.04.S409.64673.6001.1;2020;Annual mean / 1 calendar year;PM2.5;10,041;48,0494;14,4428;10
Steyregg Au, Freizeitpark;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;3;SPO.04.S173.65929.6001.1;2020;Annual mean / 1 calendar year;PM2.5;11,23;48,2797;14,3665;11
StMalo Rocabey;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR19082_6001;2020;Annual mean / 1 calendar year;PM2.5;8,965;48,6531;-2,0027;9
